augmentation_method,idx,Gloss level Korean Sign Language (GKSL) sentence,Word level Korean Language (WKL) sentence
BR,5506,남자 남자 얼굴 좋다,남자 남자 얼굴이 좋아보인다
BR,5507,작성 확인증 필요,작성 지연 증명서 발급해주세요.
BR,5508,핸드폰  교환  어디,휴대폰을 교환할 수 있는 곳이 어디입니까?
BR,5509,방 따뜻하다 말 좋다,방이 너무 따뜻해서 말이 좋다
BR,5510,계산 어렵다,계산이 어려웠다
BR,5511,밤 들다 -면 위험 빨리 오다,밤 늦게 들면 위험하니 일찍 들어와
BR,5512,독 버섯 찍다 같다,독버섯을 찍은 것 같아요.
BR,5513,먹다 중간 눈 실수 삼키다,식사를 하다가 눈에 음식이 걸렸어요.
BR,5514,생각을 나타내는 동작 통하다 곳,동의대학교로 가주세요.
BR,5515,지하철 안 에어컨 검정 기체,객실 에어콘에서 불쾌한 연기가 납니다.
BR,5516,스스로 늙다 건강 돌보다 필요,스스로도 나이가 드셔서 건강을 돌보셔야 한다
BR,5517,먹다 밥 그릇 속에 담긴 밥을 나타내는 동작 먹다 위하다 일본 가다,밥을 먹기 위해 일본에 갔다
BR,5518,나 명동 지하철,나는 명동역입니다.
BR,5519,닭 보다 원하다,치킨 보고 싶어
BR,5520,일반  어디  곳,일반 승강장은 어디에 있습니까?
BR,5521,떡 취하다 나무 막대 사람 때리다 ,떡 취한 사람이 방망이로 사람들을 때리고 있어요.
BR,5522,기억 모두 되다 부탁,그 기억들은 깨끗이 되어라
BR,5523,상세  어디  곳,상세 승강장은 어디에 있습니까?
BR,5524,여자 아기 자다 얼굴 비추다 행복 미소,그녀는 잠든 아이의 얼굴을 비추고 행복한 미소를 지었다
BR,5525,항공  배달  어디  구역,공항 내 택배를 보낼 수 있는 구역이 어디입니까?
BR,5526,다르다 친구,다른 친구를 주세요.
BR,5527,지하철 안 미소,객실에서 불쾌한 미소가 납니다.
BR,5528,눈 문 틈 물건 떨어지다,눈 틈 사이로 물건이 떨어졌습니다.
BR,5529,나무 빽빽하다,숲으로 가주세요.
BR,5530,좌회전 확인 찾다,좌회전 찾으시죠?
BR,5531,전기 힘 가다 차내리다,김포전력으로 갈까요?
BR,5532,너 위하다 선택 끝,너를 위해 선택했어
BR,5533,아버지 늙다 반지 장 돌보다 필요,아버지도 나이가 드셔서 왕을 돌보셔야 한다
BR,5534,살피다 일 10분,10분 뒤에 감사합니다.
BR,5535,다음 있다,다음이 있습니다.
BR,5536,차  빌리다  수단 정하다,렌트카를 빌리는 법은 어디에 있습니까?
BR,5537,오늘 너 심장 맡다,오늘은 네가 심장을 맡아
BR,5538,한달 누적사용 성 보여주다,정기권 사용 성을 보여드릴까요?
BR,5539,사람 부르다,사람을 불러드릴까요?
BR,5540,카드 잃어버리다,카드를 분실하였습니다.
BR,5541,완전 건너다,완전 지날까요?
BR,5542,반지 딸 몇분,공주 역까지 몇 분 걸리나요?
BR,5543,너무 춥다 학교 옷 두껍다 입다,너무 추워서 교복을 두껍게 입었다
BR,5544,몸 힘들다 빨리 만나다 쉬다,몸도 불편한데 일찍 만나서 쉬십시오
BR,5545,세상 싫다,세상이 싫어요
BR,5546,준비 시작,준비 시작했어
BR,5547,젊다 꼬마 여자 지금 5 되다,소녀가 다섯 살이 되었다
BR,5548,정보 부족 나 돕다상대방 많다,정보가 부족해서 많이 도와줬다
BR,5549,남편 높다 추락 집 피흐르다,남편이 높은데서 떨어져서 집에서 피나요.
BR,5550,차  빌리다  줄을 긋는 동작 자의 모양을 나타내는 동작  어디,렌트카를 빌리는 자은 어디에 있습니까?
BR,5551,친구 딸 찾다,내 친구가 딸을 찾았어
BR,5552,가슴 작다,가슴이 작다
BR,5553,영어 가르치다 원하다,영어를 가르치고 싶어
BR,5554,가다 하나 곳 맞다,편도정류장에서 내려주세요.
BR,5555,소  돼지  키우다  검사  책임 일  곳  어디,축산관계자 업무는 어디서 하나요?
BR,5556,가슴 아프다,가슴이 아프다
BR,5557,상세,상세 승강장은 어디에 있나요?
BR,5558,길 실종,길을 잃어버리셨나요?
BR,5559,답 없다 실종,답을 잃어버렸습니다.
BR,5560,다리 작다 힘 세다,다리는 작아도 힘은 세다
BR,5561,차  맡기다  이것 곳,주차대행한 차는 이곳에서 찾습니까?
BR,5562,매일 희다 보석 운동 계획 만들다,매일 은 운동하기로 계획하였다
BR,5563,생각 해보다 차내리다 가다,고려대학교로 갈까요?
BR,5564,읽다 장소 오다 그렇지만 말하다 못하다,도서관을 왔지만 말하지 못했다
BR,5565,도시 가운데 곳 저기 다음 도착 차내리다,시내정류장 지나서 내려주세요.
BR,5566,집 가다 어머니 아들 계시다 아니다,집에 와보니 모자가 안 계셨다
BR,5567,크다 굴 안 도착,동굴 안으로 들어가주세요.
BR,5568,저기 시대 부모님 계시다,지금 시대에 부모님이 계셔
BR,5569,여행  연맹  가입  곳,여행자연맹을 가입하고 싶은데 어디서 하면 되나요?
BR,5570,택시 할인 만원,할인 요금이 만원인가요?
BR,5571,아기  길  바꾸다2  곳,길 갈이대는 어디에 있습니까?
BR,5572,아기  유모차  빌리다  여기  곳,유모차 대여소가 여기에 있습니까?
BR,5573,불행 기억 지우다 새롭다 시작,불행했던 기억은 지우고 다시 시작해봅시다
BR,5574,구분 사용 안되다 고장,구분이 안되나요?
BR,5575,옷 크다 믿다 불가능,옷이 너무 커서 믿을 수 없다
BR,5576,보물 잃어버리다 보관 곳곳,"보물을 잃어버렸는데, 분실물은 어디서 찾나요?"
BR,5577,누가 앞 추락,어떤 사람이 앞에서 추락했어요.
BR,5578,아빠 딸 독일 보내다 위하여 일 열심히,아버지는 딸을 독일으로 유학 보내기 위해 열심히 일했다
BR,5579,컴퓨터꼿컴퓨터다컴퓨터,컴퓨터를 매주세요.
BR,5580,학교 공부 시작 심심하다,수업이 시작했는데 심심하다
BR,5581,나이 병원 요청 부탁,세브란스 병원 진료 요청을 해주세요.
BR,5582,항공  표  받다  그 곳,발권 카운터는 저기에 있나요?
BR,5583,문 불 끼다,문에 불이 끼었어요.
BR,5584,밖 불 경찰 부르다 부탁,밖에 불이 났어요. 경찰을 불러주세요.
BR,5585,여자 신 나 함께 살다 -중,여신님과 함께 살고 있다
BR,5586,성격 나쁘다 생각 가지다 하지마,성격 나쁘게 생각하지 마세요
BR,5587,양 많다 하루 갚다 가능 불가능,그 많은 양을 하루만에 갚는건 불가능해
BR,5588,썩다 미안,썩어서 미안해
BR,5589,O B 깨끗하다 O B 시원하다,깨끗한 맥주를 마셨더니 상쾌하다
BR,5590,딸 문 다니다 -중,딸이 문을 다니고 있어
BR,5591,쉬다 날 때문에 공원 장소 점 많다,휴일이 되어서인지 공원에 점이 많다
BR,5592,저녁 먹다 아니다 배고프다 아니다 이상하다,저녁을 굶었는데도 이상하게 배가 고프지 않았다
BR,5593,무료 되다,무료 결제 되나요?
BR,5594,다리 없다 잃어버리다,다리를 잃어버렸습니다.
BR,5595,보물 사라지다 실종,보물을 분실하셨나요?
BR,5596,일 입장 상태 아프다 일어서다 불가능,사태가 아파서 일어날 수 없어요.
BR,5597,뺨 여드름 나다,뺨에 여드름이 났다
BR,5598,시 지다 내리다 가다,김포시청으로 갈까요?
BR,5599,사람 놀다 곳 놀다 팔 잡다,사람이 놀이터에서 놀다가 팔이 부러졌어요.
BR,5600,말,말했나요?
BR,5601,맞다 답  곳  어디,정답은 어디에 있습니까?
BR,5602,누가 건물 일,어떤 사람이 건물에서 일했어요.
BR,5603,짐  무게  초과  추가  돈주다  곳  어느 시간,수하물 추가요금은 언제서 내나요?
BR,5604,집  항공  가깝다  어디,공항 주변에 집은 어디있나요?
BR,5605,가방 안 도착,가방 안으로 들어갈까요?
BR,5606,땅 그리다 없다 잃어버리다,지도를 분실하였습니다.
BR,5607,미안  정보  찍다  없다,정보를 찍을 수 없습니다.
BR,5608,강남 갈다 목적 지하철 갈아타다 몇호,강남역으로 갈려면 몇호선으로 갈아타야 하나요?
BR,5609,학교 사랑 되다,학교에 사랑할 수 있나요?
BR,5610,나 T 동아리 불,우리 팀에 불이 났어요.
BR,5611,보물 잃어버리다 찾다 방법,"보물을 잃어버렸는데, 분실물은 어디서 찾나요?"
BR,5612,사춘기 어머니 턱 수염 나다,사춘기가 된 어머니의 턱에 수염이 나기 시작했다
BR,5613,서울역 살다 목적 지하철 번호,서울역에 살려면 몇 호선을 타야하나요?
BR,5614,길 지도 듣다 찾다 가능,지도를 듣고 찾아갈 수 있나요?
BR,5615,아기 닭 먹다 삼키다,아기가 닭을 삼켰어요.
BR,5616,남자 시간 마지막 대답,그는 오랜 시간끝에 대답했다
BR,5617,겁 받다,겁을 주세요.
BR,5618,한국  안  이륙  그 곳,국내선 출국장이 저기에 있습니까?
BR,5619,사랑 사람 사귀다 쉽다 어렵다,사랑했던 사람을 사귀는건 어렵다
BR,5620,전기 힘  충전  네모  짐  맡기다  가능,전력 보조 배터리를 위탁 수하물로 보낼 수 있나요?
BR,5621,군인 나라 지키다 위하다 죽다 힘 맡기다,군인들은 사력을 다해 조국을 지켰다
BR,5622,도착 일 알려주다,도착 일을 알려드릴까요?
BR,5623,다음,다음으로 가주세요.
BR,5624,자동  문열다  신고  싶다  신고  어디  곳,자동신고신고를 하려고 하는데 어디서 하나요?
BR,5625,배 차두다,배에서 내려드릴까요?
BR,5626,무릎 뼈 상처,무릎 뼈를 다친 것 같아요.
BR,5627,돌 차 트렁크열다 나르다,트렁크에 돌을 넣을까요?
BR,5628,돈 많다 하루 갚다 공 정직 불공 정직,그 많은 돈을 하루만에 갚는건 불공정해
BR,5629,지하철 하다,지하철을 하다
BR,5630,좋다 기분 있다 아마,좋은 기분이 있을거야
BR,5631,사랑 날 잊다 쉽다 어렵다,사랑했던 날을 잊는건 어렵다
BR,5632,나 말 들다 아니다 왜,왜 내말을 들지 않아
BR,5633,숨다 성질 불량 잘 안되다,음성 인식이 안되네요.
BR,5634,요즘 남자 쪽 좋다,요즘 남자 쪽이 좋아보인다
BR,5635,보람 결과  취소  가능,효과를 취소 할 수 있을까요?
BR,5636,선생님 방 장소 데려가다,선생님이 방에 데려다 주셨다
BR,5637,표  직접  누르다  기 들어 올리는 것을 나타내는 동작,셀프체크인은 거기서 가능한가요?
BR,5638,이동 1시간 전,1시간 내로 이동합니다.
BR,5639,말하다 알려주다,말하면 알려주세요.
BR,5640,건강 위하다 목을 자르는 동작 바치다 필요,건강을 위해 희생해야 한다
BR,5641,집 남자 그치다,집에 남자가 나갔어요.
BR,5642,이웃 집 일,옆집에 일이 났어요.
BR,5643,사랑 믿다 하지마,사랑을 믿지마
BR,5644,형 도시락 필요 동생 시키다 도시락 장소 보내다,형은 도시락을 사오라고 동생을 서점에 보냈다
BR,5645,짐  무게  초과  정보  돈주다  곳,수하물 정보요금은 어디서 내나요?
BR,5646,집 귀신 넘어오다,집에 귀신이 들어왔어요.
BR,5647,보통 너 배달 맡다,보통은 네가 배달을 맡아
BR,5648,박수 돕다 맞다,응원 해드릴까요?
BR,5649,목 흔들리다,목이 흔들려요.
BR,5650,반지 쓰다 원쓰다 돈 얼마,반지를 쓰고 싶은데 가격이 얼마나 되나요
BR,5651,길 실종 없다,길을 잃어버렸습니다.
BR,5652,대학 합격 기쁘다 불면증,대학에 합격된 것이 기뻐서 잠이 오지 않는다
BR,5653,세금  공짜  곳  여기,면세점은 여기에 있습니까?
BR,5654,꿈 잃어버리다,꿈을 잃어버리셨나요?
BR,5655,나 창백하게 질린 얼굴을 나타내는 동작 두근거림을 나타내는 동작 느끼다 원하다,공포를 느끼고 싶다
BR,5656,도시 가운데 곳 차내리다 맞다,시내정류장에서 내려드릴까요?
BR,5657,쌍둥이 맡다 그렇다면 행복 고생 더 2배,쌍둥이를 맡으면 행복과 고생은 두배이다
BR,5658,하늘 보다 호흡 편하다,하늘을 보면 숨이 편하다
BR,5659,먹다 중간 신 손 실수 삼키다,식사를 하다가 발에 음식이 걸렸어요.
BR,5660,불 피해 집 물 채우다,화재가 나서 집이 물에 잠기고 있어요.
BR,5661,물건  생각  어디,물건을 생각해서 붙이고 싶은데 어디서 하나요?
BR,5662,차 저기 곳 다음 차내리다,차서 지나서 내려드릴까요?
BR,5663,안심 불량 안되다,안심이 안되네요.
BR,5664,교통  미리  돈주다  가능,교통요금을 정산할 수 있나요?
BR,5665,뺨의 분홍색을 가리키는 동작 차 깨끗하다 뺨의 분홍색을 가리키는 동작 차 시원하다,깨끗한 홍차를 마셨더니 상쾌하다
BR,5666,친구 잔소리 듣다 짜증,친구한테 잔소리를 들었더니 짜증나
BR,5667,밤 다음 내리다,밤 지나서 내려주세요.
BR,5668,빛 없다 잃어버리다,빛을 잃어버리셨나요?
BR,5669,소  돼지  키우다  검사  식사  곳,축산관계자 식사는 어디서 하나요?
BR,5670,냄새 집 물 채우다,냄새가 나서 집이 물에 잠기고 있어요.
BR,5671,홍수 물 물 채우다,홍수가 나서 물이 물에 잠기고 있어요.
BR,5672,언어 불량 안되다,언어 인식이 안되나요?
BR,5673,아기  모유  곳  어느 시간,유아 수유실은 언제에 있습니까?
BR,5674,심하다 바람,폭풍이 불다
BR,5675,중 사이 곳 다음 내리다,중간정류장 지나서 내려드릴까요?
BR,5676,상자 안 없다,상자 안에 없나요?
BR,5677,핸드폰 실종,핸드폰을 분실하셨나요?
BR,5678,미래 찾다 가다 무엇 방법,미래로 가려면 어떻게 가나요?
BR,5679,사람 곳곳,사람이 어디에 있나요?
BR,5680,엄마 고개 듣다 짜증,엄마한테 고개를 들었더니 짜증나
BR,5681,아기 말 먹다 삼키다,아기가 말을 삼켰어요.
BR,5682,컴퓨터 잃어버리다 실종,컴퓨터를 분실하셨나요?
BR,5683,나무 빽빽하다 다음 도착 내리다,숲 지나서 내려드릴까요?
BR,5684,마귀 방법 벽 넘어지다,마법 벽이 무너질려고 해요.
BR,5685,약속 충분 있다 나 먼저 가다,충분한 약속이 있어서 먼저 갈게
BR,5686,카드꼿카드다카드,카드를 매주세요.
BR,5687,도착 날 저녁 9시 정도,도착날은 오후 9시가 되겠습니다
BR,5688,반 안 일등 때리다,반에서 일등을 때리다
BR,5689,나무 이용 만들다 집 수 많다,나무로 만든 집은 수가 많다
BR,5690,책  곳  어느 시간,서점은 언제에 있습니까?
BR,5691,아내 데려가다 걷다,아내를 데리고 산책하다
BR,5692,어른 만나다 자신 말하다 필요,어른 앞에선 자신있게 말해야 한다
BR,5693,돈  바꾸다1  곳  어느 시간,환전은 언제서 하나요?
BR,5694,나 먼저 가다 말,나 먼저 갈게 말해
BR,5695,오늘 너 배달 찾다,오늘은 네가 배달을 찾아
BR,5696,여자 인간 또 귀엽다,그녀는 아주 인간적이면서 귀엽다
BR,5697,공격 심하다,공격이 쎄다
BR,5698,반지 살다 원살다 돈 얼마,반지를 살고 싶은데 가격이 얼마나 되나요
BR,5699,계절 바람 끝 봄 빨리 다가오다,가을이 끝나면 봄이 온다
BR,5700,불법 차례 변하다 법 차례,불규칙한 일은 없다
BR,5701,군인 나라 지키다 위하다 목을 자르는 동작 바치다 맡기다,군인들은 희생을 다해 조국을 지켰다
