Headword,POS,Same_Sign_Words,Additional_Info,Homonym_Info
여러 번,Adverb,반복 | 거듭 | 수시로 | 자꾸 | 자주 | 잦다 | 연거푸 | 재차 | 빈번히,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
여러가지,Determiner,들 | 여러,,
여러분,Pronoun,,,
여름,Noun,주하,,
여름휴가,Noun,바캉스 | 피서,,
여물다,Verb,익다 | 열매,,
여미하다,Adjective,화려하다 | 호화 | 기미하다 | 화미하다 | 빛나다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
여분,Noun,나머지 | 남다 | 흑자,,
여섯,Numeral,육,,
여성,Noun,여자 | 여,,
여성 단체,Noun,부녀회,,
여성가족부,Noun,,,
여성부,Noun,,,
여식,Noun,딸,,
여왕,Noun,,,
여우,Noun,교활,,
여위다,Verb,마르다 | 야위다 | 수척하다,,
여유,Noun,만족 | 자신 | 충족 | 넉넉하다 | 늠름하다 | 당당하다 | 떳떳하다 | 충분하다 | 푸짐하다 | 풍부하다 | 듬뿍 | 실컷,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
여인,Noun,여성 | 부녀 | 부녀자 | 여자 | 계집,,
여자,Noun,여성 | 여,,
여전하다,Adjective,그만하다 | 일관 | 한결같다 | 그저 | 일관성이 있다 | 전과 똑같다,,
여쭈다,Verb,문의 | 물음 | 질문 | 묻다 | 물어보다 | 여쭙다 | -ㅂ니까,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
여쭙다,Verb,문의 | 물음 | 질문 | 묻다 | 물어보다 | 여쭈다 | -ㅂ니까,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
여행,Noun,,,
여행사,Noun,,,
여행자,Noun,,,
여행지,Noun,,,
역,Noun,기차역,,
역겹다,Adjective,아니꼽다,,
역도,Noun,,,
역력하다,Adjective,명확하다 | 정확 | 똑똑하다 | 뚜렷하다 | 명료하다 | 명백하다 | 분명하다 | 선명하다 | 확실하다 | 단연 | 장장하다 | 틀림없이,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
역사,Noun,,,
역임,Noun,감당 | 사명 | 책임 | 담당 | 소임 | 맡다 | 책임지다,,
역적,Noun,반역자,,
연,Noun,,,
연각,Noun,자각 | 독각,,
연거푸,Adverb,반복 | 거듭 | 수시로 | 자꾸 | 자주 | 잦다 | 여러 번 | 재차 | 빈번히,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
연결,Noun,연락 | 관계 | 관련 | 상관 | 연관,,
연고,Noun,,,
연관,Noun,연락 | 연결 | 관계 | 관련 | 상관,,
연구,Noun,,,
연구소,Noun,,,
연구실,Noun,,,
연극,Noun,춤 | 무용 | 추다 | 춤추다,,
연기,Noun,유예 | 물리다 | 미루다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
연기자,Noun,배우,,
연단,Noun,단련 | 수련 | 수행,,
연락,Noun,연결 | 관계 | 관련 | 상관 | 연관,,
연령,Noun,나이 | 나잇살 | 살 | 연세,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
연마,Noun,갈고닦다 | 단련,,
연말,Noun,세밑,,
연맹,Noun,,,
연못,Noun,못 | 호수,,
연사,Noun,연설가 | 연설사 | 연설자,,
연설,Noun,강연,,
연설가,Noun,연사 | 연설사 | 연설자,,
연설사,Noun,연사 | 연설가 | 연설자,,
연설자,Noun,연사 | 연설가 | 연설사,,
연세,Noun,나이 | 나잇살 | 살 | 연령,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
연속,Noun,계속 | 이어 | 내내 | -면서 | 지속 | 끊임없이,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
연수,Noun,수련,,
연습,Noun,훈련,,
연애,Noun,,,
연인,Noun,애인,,
연장자,Noun,,,
연지,Noun,,,
연탄,Noun,구공탄,,
연필,Noun,목필,,
열,Numeral,십,,
열광,Noun,,,
열넷,Numeral,십사,,
열다,Verb,시작 | 개시 | 개최 | 거행 | 시발 | 착수 | 출발 | 이행 | 하수,,동음이의어 있음
열다,Verb,개방,,동음이의어 있음
열다섯,Numeral,십오,,
열두시,Noun,정오,,
열둘,Numeral,십이,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
열매,Noun,결실을 맺다,,동음이의어 있음
열매,Noun,익다 | 여물다,,동음이의어 있음
열성,Noun,근면 | 열심 | 꾸준하다 | 부지런하다,,
열셋,Numeral,십삼,,
열쇠,Noun,키,,
열심,Noun,근면 | 열성 | 꾸준하다 | 부지런하다,,
열아홉,Numeral,십구,,
열여덟,Numeral,십팔,,
열여섯,Numeral,십육,,
열일곱,Numeral,십칠,,
열중,Noun,몰두,,
열중쉬어,Exclamation,,,
열차,Noun,기차 | 기관차,,
열차표,Noun,기차표,,
열하나,Numeral,십일,,
열흘,Noun,열흘날,,
열흘날,Noun,열흘,,
염려,Noun,걱정 | 근심 | 상심 | 시름 | 우수 | 괴롭다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
염소,Noun,성적 | 점수 | 포인트,,
염원,Noun,내키다 | 싶다 | 원하다 | 바라다 | 소원 | 바람 | 욕구 | 원,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
엿,Noun,,,
영,Numeral,공,,
영결식,Noun,발인,,
영광,Noun,광영,,
영구,Noun,영원 | 무궁 | 길이 | 불후 | 영영,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
영국,Noun,,,
영리하다,Adjective,똑똑하다,,
영상 메시지,Noun,,,
영수증,Noun,수표,,
영아,Noun,갓난아기 | 갓난아이 | 아기 | 젖먹이,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
영양,Noun,양분 | 영양분 | 자양분,,
영양분,Noun,양분 | 영양 | 자양분,,
영양사,Noun,,,
영어,Noun,,,
영업,Noun,상업,,
영영,Adverb,영원 | 무궁 | 길이 | 불후 | 영구,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
영웅,Noun,,,
영원,Noun,무궁 | 길이 | 불후 | 영구 | 영영,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
영하,Noun,,,
영향,Noun,끼치다 | 파급,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
영혼,Noun,혼령 | 심령 | 혼,,
영화,Noun,화상,,
옆치기,Noun,새치기,,
예,Exclamation,끄덕이다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
예금,Noun,저축 | 적금,,
예리하다,Adjective,가시 | 날카롭다 | 뾰족하다 | 예민하다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
예매,Noun,계약 | 맺다 | 예약,,
예민하다,Adjective,가시 | 날카롭다 | 뾰족하다 | 예리하다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
예비,Noun,대비,,
예쁘다,Adjective,곱다,,
예사,Noun,예삿일,,
예산,Noun,,,
예산안,Noun,,,
예삿일,Noun,예사,,
예수교,Noun,기독교,,
예수님,Noun,,,
예순,Numeral,육십,,
예술,Noun,,,
예술가,Noun,,,
예식장,Noun,,,
예약,Noun,계약 | 맺다 | 예매,,
예언자,Noun,,,
예의,Noun,도의 | 에티켓,,
예전,Noun,옛날 | 옛적,,
옛,Determiner,고,,
옛날,Noun,예전 | 옛적,,
옛적,Noun,예전 | 옛날,,
오,Numeral,다섯,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
오너라,Verb,오라 | 부르다,,
오누이,Noun,남매,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
오늘,Noun,금일 | 이번 | 오늘날 | 현재,,
오늘날,Noun,오늘 | 금일 | 이번 | 현재,,
오다,Verb,도래,,
오디오,Noun,듣다 | 소식 | 청각,,
오뚝이,Noun,,,
오라,Verb,오너라 | 부르다,,
오라버니,Noun,오빠,,
오락,Noun,레크리에이션,,
오락가락,Adverb,,,
오래,Adverb,길다 | 오래다,,
오래간만,Noun,오랜만 | 오랫동안 | 오랜 | 모처럼,,
오래다,Adjective,길다 | 오래,,
오랜,Determiner,오랜만 | 오래간만 | 오랫동안 | 모처럼,,
오랜만,Noun,오래간만 | 오랫동안 | 오랜 | 모처럼,,
오랫동안,Adverb,오랜만 | 오래간만 | 오랜 | 모처럼,,
오로지,Adverb,만 | 뿐 | 다만 | 단지 | 오직 | 한낱,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
오르다,Verb,인상 | 뛰다,,동음이의어 있음
오르다,Verb,,값이,동음이의어 있음
오른쪽,Noun,우측 | 오른편 | 우 | 우편,,
오른편,Noun,오른쪽 | 우측 | 우 | 우편,,
오리,Noun,,,
오만,Noun,교만 | 거만 | 건방지다 | 잘난 척하다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
오묘하다,Adjective,신기하다 | 교묘하다 | 묘하다 | 이상,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
오빠,Noun,오라버니,,
오세아니아,Noun,,,
오스트레일리아,Noun,호주,,
오스트리아,Noun,,,
오십,Numeral,쉰,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
오야,Noun,자정,,
오열,Noun,,,
오월,Noun,,,
오이,Noun,,,
오전,Noun,상오,,
오줌,Noun,방뇨 | 소변,,
오직,Adverb,만 | 뿐 | 다만 | 단지 | 오로지 | 한낱,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
오징어,Noun,,,
오케이,Exclamation,,,
오토바이,Noun,,,
오해,Noun,곡해,,
오후,Noun,점심 후,,
옥,Noun,감옥,,
옥수수,Noun,강냉이,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
옥탑,Noun,,,
온,Determiner,모두 | 온통 | 전부 | 전체 | 제반 | 모든 | 다 | 모조리 | 몽땅 | 죄다,,
온갖,Determiner,가지가지 | 갖가지 | 여러 가지,,
온도,Noun,,,
온라인,Noun,,,
온몸,Noun,혼신 | 몸 | 동체 | 몸뚱이 | 몸체 | 신체,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
온종일,Adverb,하루 | 종일 | 하루종일 | 진종일 | 진일,,
온천,Noun,,,
온통,Adverb,모두 | 전부 | 전체 | 제반 | 모든 | 온 | 다 | 모조리 | 몽땅 | 죄다,,
올,Determiner,올해 | 금년 | 당년,,
올곧다,Adjective,곧다 | 단정하다 | 똑바르다 | 바르다 | 반듯하다 | 올바르다 | 점잖다 | 똑바르다 | 정하다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
올라서다,Verb,탑승 | 오르다 | 올라타다 | 타다,,
올라타다,Verb,탑승 | 오르다 | 올라서다 | 타다,,
올림픽,Noun,,,
올바르다,Adjective,곧다 | 단정하다 | 똑바르다 | 바르다 | 반듯하다 | 점잖다 | 똑바르다 | 올곧다 | 정하다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
올케,Noun,,,
올해,Noun,금년 | 당년 | 올,,
옮기다,Verb,옮다,,
옮다,Verb,감염 | 전염 | 걸리다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),동음이의어 있음
옮다,Verb,옮기다,,동음이의어 있음
옷,Noun,의복 | 의상,,
옹졸하다,Adjective,좁다 | 치사하다 | 옹하다,,
옹하다,Adjective,좁다 | 옹졸하다 | 치사하다,,
와이셔츠,Noun,,,
와인,Noun,,,
완벽,Noun,빈틈없다,,
완장,Noun,팔띠,,
완전하다,Adjective,,,
완쾌,Noun,,,
왕,Noun,제왕 | 황제,,
왕비,Noun,황후 | 군부,,
왕자,Noun,태자 | 황태자,,
왜,Adverb,어째서,,
왜국,Noun,일본,,
왜냐하면,Conjunction,,,
왠지,Adverb,,,
외국,Noun,이국 | 타국 | 해외,,
외국어,Noun,,,
외국인,Noun,이방인,,
외다,Verb,기억 | 암기 | 외우다,,
외동딸,Noun,무남독녀 | 외딸,,
외동아들,Noun,독자 | 외아들,,
외딸,Noun,외동딸 | 무남독녀,,
외래어,Noun,,,
외롭다,Adjective,고독 | 쓸쓸하다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
외면,Noun,무관심 | 내외,,
외상,Noun,,,
외손녀,Noun,,,
외손자,Noun,,,
외아들,Noun,독자 | 외동아들,,
외우다,Verb,기억 | 암기 | 외다,,
외인,Noun,,,
외조모,Noun,외할머니,,
외조부,Noun,외할아버지,,
외출,Noun,,,
외치다,Verb,고함 | 비명 | 아우성 | 부르짖다 | 지르다 | 소리를 지르다 | 소리치다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
외투,Noun,겉옷,,
외할머니,Noun,외조모,,
외할아버지,Noun,외조부,,
왼손잡이,Noun,,,
왼쪽,Noun,좌측 | 좌 | 왼편 | 좌편,,
왼편,Noun,왼쪽 | 좌측 | 좌 | 좌편,,
요구,Noun,당부 | 부탁 | 요청 | 청하다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
요금,Noun,값 | 사용료,,
요란,Noun,소란 | 소요 | 소음 | 야단 | 시끄럽다,,
요령,Noun,방법 | 방식,,
요르단,Noun,,,
요리,Noun,,,
요리사,Noun,,,
요사이,Adverb,요즘 | 요새 | 요즈음 | 최근 | 작금,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
요새,Adverb,요즘 | 요사이 | 요즈음 | 최근 | 작금,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
요술,Noun,마술,,
요약하다,Verb,간추리다 | 집약,,
요연하다,Adjective,아득하다,,
요일,Noun,,,
요즈음,Adverb,요즘 | 요사이 | 요새 | 최근 | 작금,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
요즘,Adverb,요사이 | 요새 | 요즈음 | 최근 | 작금,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
요청,Noun,당부 | 부탁 | 청하다 | 요구,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
요트,Noun,돛,,
욕,Noun,비난 | 비방 | 욕설 | 흉보다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
욕구,Noun,내키다 | 싶다 | 원하다 | 바라다 | 소원 | 바람 | 염원 | 원,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
욕설,Noun,욕 | 비난 | 비방 | 흉보다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
욕심,Noun,탐,,
용,Noun,,,
용감하다,Adjective,용기,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
용기,Noun,용감하다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
용도,Noun,,,
용돈,Noun,비용 | 경비 | -비,,
용모,Noun,인상 | 표정,,
용서,Noun,,,
용의자,Noun,피의자,,
용이하다,Adjective,쉽다 | 쉽사리 | 손쉽다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
용적,Noun,부피 | 양 | 체적,,
용접,Noun,,,
용지,Noun,백지 | 종이,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
용해,Noun,녹다,,
우,Noun,오른쪽 | 우측 | 오른편 | 우편,,
우간다,Noun,,,
우두머리,Noun,두목 | 수장,,
우롱,Noun,조롱,,
우루과이,Noun,,,
우리,Pronoun,저희,,
우물,Noun,광화문,,
우산,Noun,,,
우상,Noun,,,
우선,Adverb,처음 | 시작 | 초,,
우수,Noun,걱정 | 근심 | 상심 | 시름 | 염려 | 괴롭다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
우수하다,Adjective,훌륭하다 | 장하다,,
우승자,Noun,,,
우애,Noun,다정 | 우정 | 우의 | 친목 | 가까이하다 | 가깝다 | 단란하다 | 의좋다 | 정답다 | 친하다 | 친교,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
우연,Noun,공교롭다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
우울,Noun,울상 | 시무룩하다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
우울증,Noun,,,
우유,Noun,젖 | 유방,,
우의,Noun,다정 | 우정 | 우애 | 친목 | 가까이하다 | 가깝다 | 단란하다 | 의좋다 | 정답다 | 친하다 | 친교,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
우인,Noun,친구 | 동무 | 벗,,
우정,Noun,다정 | 우애 | 우의 | 친목 | 가까이하다 | 가깝다 | 단란하다 | 의좋다 | 정답다 | 친하다 | 친교,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
우즈베키스탄,Noun,,,
우체국,Noun,,,
우측,Noun,오른쪽 | 오른편 | 우 | 우편,,
우크라이나,Noun,,,
우편,Noun,편지 | 서신,,
운,Noun,수 | 운명 | 운수 | 점 | 천명,,
운동,Noun,스포츠 | 체육,,
운동복,Noun,체육복,,
운동선수,Noun,,,
운동장,Noun,,,
운동화,Noun,,,
운동회,Noun,체전,,
운명,Noun,수 | 운 | 운수 | 점 | 천명,,
운수,Noun,수 | 운 | 운명 | 점 | 천명,,
운영,Noun,,,
운전,Noun,핸들,,
운전기사,Noun,운전사 | 운전수,,
운전사,Noun,운전기사 | 운전수,,
운전수,Noun,운전사 | 운전기사,,
울다,Verb,,,
울렁거리다,Verb,두근거리다 | 불안 | 설레다 | 조마조마하다 | 두근두근,,
울릉도,Noun,,,
울분,Noun,,,
울산,Noun,울산시,,
울산시,Noun,울산,,
울상,Noun,우울 | 시무룩하다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
울음,Noun,,,
울창하다,Adjective,숲 | 녹음 | 삼림 | 수림 | 수풀 | 무성하다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
움직이다,Verb,행동 | 거동 | 동작 | 짓 | 품행 | 행실 | 행위 | 행하다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
웃다,Verb,웃음,,
웃음,Noun,웃다,,
원,Noun,내키다 | 싶다 | 원하다 | 바라다 | 소원 | 바람 | 욕구 | 염원,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
원가,Noun,원금 | 자금 | 본전,,
원금,Noun,자금 | 원가 | 본전,,
원래,Adverb,본래,,
원룸,Noun,,,
원망,Noun,,,
원산,Noun,,,
원수,Noun,복수 | 적,,
원숭이,Noun,,,
원조,Noun,돕다 | 거들다 | 기여 | 도움 | 보조 | 지원 | 찬조,,
원피스,Noun,,,
원하다,Verb,내키다 | 싶다 | 바라다 | 소원 | 바람 | 욕구 | 염원 | 원,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
원활,Noun,기름 | 숙달 | 능숙하다 | 매끄럽다 | 미끄럽다 | 순조롭다 | 자주 | 빈번히 | 낯익다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
월,Dependent Noun,달,,
월경,Noun,생리 | 달거리,,
월급,Noun,급료 | 봉급 | 월봉,,
월급쟁이,Noun,봉급생활자 | 샐러리맨,,
월드컵,Noun,,,
월봉,Noun,월급 | 급료 | 봉급,,
월부,Noun,,,
월세,Noun,,,
월요일,Noun,,,
웨딩드레스,Noun,,,
위,Noun,상류 | 선배 | 이상,,
위기,Noun,위험 | 험하다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
위다,Noun,한 살 위,나이 (보통 '위이다' 형태로 쓰이며 | '위'는 명사),
위대하다,Adjective,훌륭하다,,
위로,Noun,위안,,
위반,Noun,위배,,
위배,Noun,위반,,
위선자,Noun,위선쟁이,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
